age,gender,Q3,Q4,Q5,Q6
40-44,Man,Brazil,Master’s degree,Data Scientist,1-2 years
18-21,Man,India,Bachelor’s degree,Student,3-5 years
18-21,Man,India,Bachelor’s degree,Student,5-10 years
25-29,Man,Pakistan,Master’s degree,Student,5-10 years
25-29,Woman,Pakistan,Doctoral degree,Machine Learning Engineer,3-5 years
60-69,Man,United States of America,Doctoral degree,Research Scientist,10-20 years
30-34,Man,India,Bachelor’s degree,Data Engineer,10-20 years
22-24,Woman,India,Bachelor’s degree,Research Scientist,3-5 years
18-21,Man,India,Bachelor’s degree,Student,3-5 years
18-21,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Currently not employed,3-5 years
30-34,Woman,Pakistan,Master’s degree,Research Scientist,< 1 years
22-24,Man,Brazil,Bachelor’s degree,Software Engineer,5-10 years
50-54,Man,Japan,,,
18-21,Man,Ukraine,Bachelor’s degree,Student,3-5 years
35-39,Man,India,Bachelor’s degree,Currently not employed,5-10 years
35-39,Woman,Tunisia,Doctoral degree,Research Scientist,20+ years
25-29,Man,Nigeria,Bachelor’s degree,Student,< 1 years
18-21,Woman,Japan,Some college/university study without earning a bachelor’s degree,Student,I have never written code
55-59,Woman,United States of America,Doctoral degree,Other,< 1 years
50-54,Man,United Arab Emirates,Master’s degree,Business Analyst,< 1 years
22-24,Man,Peru,Professional degree,Student,< 1 years
25-29,Man,India,Master’s degree,Software Engineer,3-5 years
35-39,Man,China,Bachelor’s degree,Data Analyst,3-5 years
50-54,Man,United States of America,No formal education past high school,,
35-39,Man,United States of America,Professional degree,Data Scientist,5-10 years
22-24,Woman,India,Bachelor’s degree,DBA/Database Engineer,1-2 years
18-21,Man,Other,Bachelor’s degree,Machine Learning Engineer,3-5 years
22-24,Man,India,Master’s degree,Currently not employed,1-2 years
35-39,Man,Brazil,Master’s degree,Data Engineer,1-2 years
22-24,Woman,Israel,Bachelor’s degree,Student,1-2 years
22-24,Man,Russia,Master’s degree,Student,< 1 years
50-54,Man,Other,Bachelor’s degree,Machine Learning Engineer,3-5 years
18-21,Man,Nigeria,Some college/university study without earning a bachelor’s degree,Data Engineer,I have never written code
25-29,Man,Germany,Bachelor’s degree,Other,3-5 years
22-24,Man,India,Bachelor’s degree,Other,< 1 years
22-24,Man,Nepal,Bachelor’s degree,Currently not employed,3-5 years
30-34,Man,India,Bachelor’s degree,Software Engineer,< 1 years
30-34,Woman,United States of America,Master’s degree,Currently not employed,< 1 years
18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,< 1 years
25-29,Man,Spain,Some college/university study without earning a bachelor’s degree,Other,1-2 years
25-29,Woman,Poland,Master’s degree,Currently not employed,< 1 years
25-29,Man,Other,Master’s degree,Student,1-2 years
30-34,Man,Turkey,Master’s degree,Currently not employed,3-5 years
18-21,Man,India,Bachelor’s degree,Data Scientist,1-2 years
22-24,Woman,Turkey,Master’s degree,Software Engineer,5-10 years
22-24,Man,Turkey,Master’s degree,Research Scientist,3-5 years
25-29,Man,India,I prefer not to answer,Currently not employed,< 1 years
18-21,Man,India,Bachelor’s degree,Student,5-10 years
22-24,Man,India,Bachelor’s degree,Software Engineer,1-2 years
30-34,Man,Other,Bachelor’s degree,Data Analyst,< 1 years
18-21,Man,Ukraine,Bachelor’s degree,Student,< 1 years
18-21,Man,China,Bachelor’s degree,Student,3-5 years
22-24,Man,India,Bachelor’s degree,Machine Learning Engineer,1-2 years
50-54,Man,Belgium,Master’s degree,Data Analyst,5-10 years
22-24,Man,Pakistan,Master’s degree,Machine Learning Engineer,3-5 years
22-24,Man,Viet Nam,Bachelor’s degree,Student,1-2 years
22-24,Woman,Other,,,
55-59,Prefer not to say,Germany,Some college/university study without earning a bachelor’s degree,Currently not employed,< 1 years
45-49,Man,Spain,Doctoral degree,Research Scientist,20+ years
40-44,Man,Nigeria,Master’s degree,Research Scientist,5-10 years
25-29,Woman,South Africa,Bachelor’s degree,Data Scientist,< 1 years
18-21,Man,United States of America,Bachelor’s degree,Student,1-2 years
18-21,Woman,Viet Nam,Bachelor’s degree,Student,3-5 years
40-44,Man,United States of America,Bachelor’s degree,Data Analyst,< 1 years
18-21,Man,India,Bachelor’s degree,Machine Learning Engineer,1-2 years
40-44,Man,Turkey,Bachelor’s degree,Product/Project Manager,10-20 years
40-44,Man,Indonesia,Master’s degree,Other,1-2 years
22-24,Woman,Poland,Master’s degree,Student,5-10 years
22-24,Man,Poland,Master’s degree,Data Scientist,3-5 years
25-29,Woman,Spain,Master’s degree,Research Scientist,1-2 years
40-44,Man,India,Master’s degree,Data Scientist,10-20 years
25-29,Man,Nigeria,Bachelor’s degree,Currently not employed,1-2 years
18-21,Woman,Greece,Some college/university study without earning a bachelor’s degree,Student,
30-34,Woman,Brazil,Master’s degree,Machine Learning Engineer,5-10 years
25-29,Man,Switzerland,Bachelor’s degree,Currently not employed,I have never written code
45-49,Man,Japan,Master’s degree,Software Engineer,10-20 years
22-24,Man,United States of America,Bachelor’s degree,Data Analyst,< 1 years
35-39,Man,United States of America,Master’s degree,Product/Project Manager,5-10 years
25-29,Man,United States of America,Master’s degree,Currently not employed,1-2 years
30-34,Man,Taiwan,Master’s degree,Software Engineer,5-10 years
25-29,Man,Pakistan,Bachelor’s degree,Data Scientist,3-5 years
25-29,Man,Egypt,Bachelor’s degree,Software Engineer,5-10 years
30-34,Man,United States of America,Doctoral degree,Data Scientist,1-2 years
50-54,Man,Brazil,Bachelor’s degree,Business Analyst,20+ years
22-24,Man,India,Master’s degree,Student,3-5 years
30-34,Man,India,Bachelor’s degree,Data Engineer,5-10 years
35-39,Man,Spain,Professional degree,Currently not employed,5-10 years
18-21,Man,India,Bachelor’s degree,Student,3-5 years
25-29,Man,Japan,Master’s degree,Data Scientist,3-5 years
25-29,Man,Australia,Master’s degree,Data Scientist,5-10 years
25-29,Man,France,Master’s degree,Other,< 1 years
18-21,Woman,India,Bachelor’s degree,Student,3-5 years
22-24,Man,Bangladesh,Master’s degree,Student,3-5 years
25-29,Man,Ukraine,Some college/university study without earning a bachelor’s degree,Product/Project Manager,1-2 years
35-39,Man,Poland,Master’s degree,Data Scientist,10-20 years
35-39,Man,Brazil,Bachelor’s degree,Product/Project Manager,I have never written code
25-29,Prefer not to say,India,Master’s degree,Software Engineer,3-5 years
30-34,Woman,Germany,Master’s degree,Currently not employed,3-5 years
18-21,Man,Egypt,Bachelor’s degree,Machine Learning Engineer,< 1 years
35-39,Man,Kenya,Bachelor’s degree,Business Analyst,< 1 years
18-21,Man,India,Bachelor’s degree,Student,3-5 years
40-44,Man,Other,Master’s degree,Statistician,10-20 years
35-39,Man,Argentina,Bachelor’s degree,Data Scientist,5-10 years
40-44,Prefer not to say,Poland,Doctoral degree,Product/Project Manager,20+ years
25-29,Man,Pakistan,Master’s degree,Other,3-5 years
22-24,Man,India,Master’s degree,Student,1-2 years
18-21,Woman,Brazil,Some college/university study without earning a bachelor’s degree,Student,I have never written code
30-34,Man,Nigeria,Bachelor’s degree,Data Scientist,3-5 years
25-29,Man,Indonesia,Bachelor’s degree,Data Analyst,5-10 years
35-39,Man,India,Professional degree,Software Engineer,10-20 years
25-29,Woman,India,Master’s degree,Student,< 1 years
18-21,Man,India,Bachelor’s degree,Business Analyst,1-2 years
22-24,Man,China,Bachelor’s degree,Data Analyst,1-2 years
35-39,Man,Other,Doctoral degree,Data Scientist,5-10 years
18-21,Man,India,Bachelor’s degree,Currently not employed,1-2 years
18-21,Man,India,Bachelor’s degree,Student,< 1 years
45-49,Woman,Singapore,Doctoral degree,Research Scientist,10-20 years
25-29,Man,Brazil,Master’s degree,Data Scientist,5-10 years
18-21,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Student,1-2 years
50-54,Man,South Korea,Master’s degree,Machine Learning Engineer,20+ years
25-29,Man,United States of America,Master’s degree,Research Scientist,5-10 years
18-21,Man,Nigeria,Bachelor’s degree,Student,< 1 years
40-44,Man,India,Master’s degree,Machine Learning Engineer,10-20 years
22-24,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Other,< 1 years
22-24,Man,India,Professional degree,Data Scientist,1-2 years
25-29,Man,Brazil,Bachelor’s degree,Data Analyst,3-5 years
25-29,Man,Indonesia,Bachelor’s degree,Research Scientist,< 1 years
22-24,Man,India,Master’s degree,Student,I have never written code
30-34,Man,United States of America,Master’s degree,Data Scientist,10-20 years
22-24,Man,Italy,Master’s degree,Business Analyst,1-2 years
25-29,Man,Other,Master’s degree,Software Engineer,5-10 years
25-29,Man,India,Master’s degree,Data Scientist,1-2 years
40-44,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Student,1-2 years
30-34,Man,India,Bachelor’s degree,Product/Project Manager,< 1 years
18-21,Woman,India,Bachelor’s degree,Student,3-5 years
30-34,Man,India,Bachelor’s degree,Currently not employed,10-20 years
25-29,Man,India,Bachelor’s degree,Machine Learning Engineer,1-2 years
25-29,Woman,Australia,Master’s degree,Data Analyst,1-2 years
55-59,Man,Spain,Master’s degree,Data Scientist,20+ years
22-24,Man,India,Master’s degree,Machine Learning Engineer,1-2 years
18-21,Man,India,Bachelor’s degree,Student,< 1 years
22-24,Woman,Indonesia,Master’s degree,Student,< 1 years
22-24,Man,Other,Bachelor’s degree,Student,3-5 years
35-39,Woman,Mexico,Bachelor’s degree,Machine Learning Engineer,10-20 years
22-24,Woman,Nigeria,Bachelor’s degree,Student,I have never written code
25-29,Man,Germany,Master’s degree,Research Scientist,5-10 years
30-34,Man,Netherlands,Some college/university study without earning a bachelor’s degree,Data Analyst,3-5 years
25-29,Man,India,Doctoral degree,Research Scientist,1-2 years
55-59,Prefer not to say,United States of America,I prefer not to answer,Research Scientist,20+ years
25-29,Man,Morocco,Master’s degree,Research Scientist,5-10 years
18-21,Man,India,Bachelor’s degree,Student,3-5 years
25-29,Woman,Italy,Master’s degree,Data Scientist,1-2 years
18-21,Woman,Russia,Some college/university study without earning a bachelor’s degree,Student,1-2 years
18-21,Man,Bangladesh,Bachelor’s degree,Student,1-2 years
18-21,Woman,China,Some college/university study without earning a bachelor’s degree,Student,1-2 years
35-39,Woman,India,Doctoral degree,,
18-21,Man,India,Bachelor’s degree,Student,< 1 years
25-29,Man,India,Bachelor’s degree,Software Engineer,3-5 years
55-59,Man,Russia,Doctoral degree,Machine Learning Engineer,20+ years
25-29,Woman,Russia,Doctoral degree,Currently not employed,3-5 years
50-54,Man,Portugal,Bachelor’s degree,Other,20+ years
35-39,Man,Nigeria,Bachelor’s degree,Currently not employed,< 1 years
22-24,Man,India,Bachelor’s degree,Other,3-5 years
35-39,Man,Russia,Some college/university study without earning a bachelor’s degree,Student,1-2 years
30-34,Man,United States of America,Bachelor’s degree,Student,3-5 years
18-21,Man,Other,Bachelor’s degree,Student,1-2 years
60-69,Man,United States of America,Master’s degree,Other,20+ years
22-24,Man,India,Bachelor’s degree,Other,1-2 years
18-21,Man,India,Bachelor’s degree,Student,1-2 years
22-24,Man,India,Bachelor’s degree,Other,< 1 years
50-54,Man,Italy,Bachelor’s degree,Statistician,I have never written code
22-24,Woman,India,Bachelor’s degree,Software Engineer,1-2 years
18-21,Man,Germany,Some college/university study without earning a bachelor’s degree,Student,5-10 years
60-69,Man,Israel,Doctoral degree,Other,20+ years
30-34,Man,France,Doctoral degree,Data Scientist,3-5 years
70+,Man,Japan,I prefer not to answer,Currently not employed,I have never written code
35-39,Man,Russia,Professional degree,Product/Project Manager,1-2 years
25-29,Woman,Canada,Bachelor’s degree,Product/Project Manager,1-2 years
22-24,Man,France,Master’s degree,Data Scientist,3-5 years
18-21,Man,India,Bachelor’s degree,Research Scientist,1-2 years
25-29,Man,Japan,Master’s degree,Data Scientist,3-5 years
55-59,Woman,Japan,Doctoral degree,Research Scientist,10-20 years
18-21,Man,India,Bachelor’s degree,Student,1-2 years
18-21,Woman,India,Bachelor’s degree,Student,3-5 years
40-44,Man,"Iran, Islamic Republic of...",Doctoral degree,Research Scientist,3-5 years
30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,< 1 years
45-49,Man,Japan,Doctoral degree,Research Scientist,10-20 years
50-54,Woman,Japan,Bachelor’s degree,Product/Project Manager,I have never written code
22-24,Man,Spain,Bachelor’s degree,Currently not employed,< 1 years
40-44,Man,India,Master’s degree,Data Scientist,10-20 years
25-29,Woman,Canada,Master’s degree,Currently not employed,1-2 years
18-21,Man,India,Bachelor’s degree,Student,I have never written code
18-21,Woman,India,Bachelor’s degree,Data Scientist,1-2 years
18-21,Man,India,Bachelor’s degree,Student,3-5 years
25-29,Nonbinary,United States of America,Master’s degree,Student,< 1 years
22-24,Man,Turkey,Bachelor’s degree,Machine Learning Engineer,< 1 years
22-24,Woman,India,Bachelor’s degree,Software Engineer,3-5 years
35-39,Man,Mexico,Master’s degree,Business Analyst,5-10 years
22-24,Man,Argentina,I prefer not to answer,Student,I have never written code
50-54,Man,Singapore,Master’s degree,Data Scientist,3-5 years
40-44,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,5-10 years
22-24,Man,India,Master’s degree,Machine Learning Engineer,3-5 years
25-29,Man,France,Doctoral degree,Research Scientist,3-5 years
25-29,Man,Nigeria,Master’s degree,Data Analyst,< 1 years
25-29,Man,South Korea,Doctoral degree,Research Scientist,5-10 years
50-54,Man,Brazil,Master’s degree,Data Scientist,10-20 years
25-29,Man,United States of America,Bachelor’s degree,Currently not employed,1-2 years
30-34,Woman,Belgium,Doctoral degree,Data Scientist,5-10 years
30-34,Man,India,Bachelor’s degree,Currently not employed,I have never written code
45-49,Man,Spain,Master’s degree,Business Analyst,20+ years
18-21,Man,Other,Bachelor’s degree,Student,1-2 years
30-34,Man,Ireland,Bachelor’s degree,Other,I have never written code
50-54,Man,Other,Master’s degree,,
22-24,Man,India,Bachelor’s degree,Software Engineer,1-2 years
25-29,Man,India,Bachelor’s degree,Software Engineer,3-5 years
35-39,Man,France,Professional degree,Software Engineer,10-20 years
22-24,Woman,India,Professional degree,Currently not employed,< 1 years
18-21,Man,India,Bachelor’s degree,Currently not employed,1-2 years
25-29,Man,India,Master’s degree,,
35-39,Man,Israel,Master’s degree,Data Scientist,5-10 years
22-24,Man,China,Master’s degree,Software Engineer,3-5 years
18-21,Man,India,Bachelor’s degree,Student,1-2 years
25-29,Man,India,Bachelor’s degree,Currently not employed,5-10 years
30-34,Man,India,Bachelor’s degree,Data Analyst,10-20 years
55-59,Man,India,Master’s degree,Other,1-2 years
25-29,Man,Mexico,Bachelor’s degree,Research Scientist,3-5 years
45-49,Man,United States of America,Doctoral degree,Research Scientist,20+ years
18-21,Woman,Australia,Master’s degree,Data Scientist,3-5 years
60-69,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Research Scientist,20+ years
22-24,Man,India,Bachelor’s degree,Currently not employed,< 1 years
